0	it is dark , brooding and slow , and takes its central idea way too seriously .	It is dark, incubating and slow, and takes its central idea far too seriously.
0	lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the ' 30s and ' 40s .	lucas has in fact been closer than anyone could want to the cheap, without grace, series of hackneyed science-fiction of'30 and'40s.
1	bielinsky is a filmmaker of impressive talent .	bielinsky is an impressive filmmaker.
1	this in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come .	This in-depth study of the important developments in the computer industry should make it necessary to look in university computer departments for the years to come.
0	it does n't really know or care about the characters , and uses them as markers for a series of preordained events .	He doesn't really know or care about the characters, and uses them as markers for a series of pre-ordered events.
0	an empty shell of an epic rather than the real deal .	an empty shell of an epic rather than the real case.
1	talk to her is not the perfect movie many have made it out to be , but it ' s still quite worth seeing .	Talking to her is not the perfect movie that many have made come out to be, but it's still quite interesting to see.
1	the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .	The characters are complex and eccentric, but quite credible as the remarkable ensemble brings them to life.
0	to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there ' s no indication that he ' s been responsible for putting together any movies of particular value or merit .	To filmmakers, ivan is a prince of a comrade, but he presents himself as shallow and glib though not mean-spirited, and there is no indication that he was responsible for the implementation of all films of particular value or merit.
0	starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .	starts mediocre, spiral down, and tuds at the bottom of the pool with a totally incompetent conclusion.
0	broder ' s screenplay is shallow , offensive and redundant , with pitifully few real laughs .	The embroidery scenario is shallow, offensive and redundant, with pitiful laughter.
1	brian tufano ' s handsome widescreen photography and paul grabowsky ' s excellent music turn this fairly parochial melodrama into something really rather special .	Brian Tufano's beautiful large screen photography and Paul Grabowsky's excellent music transform this rather parish melodrama into something really special.
1	fred schepisi ' s tale of four englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .	The story of four English frid schepisi facing the prospect of their own mortality considers the abundance of young people not as a lost ideal but as a starting point.
0	an unfortunate title for a film that has nothing endearing about it .	An unfortunate title for a film that's not attributing.
1	one of those joyous films that leaps over national boundaries and celebrates universal human nature .	one of these joyful films that jumps over national borders and celebrates universal human nature.
0	without ( de niro ) , city by the sea would slip under the waves .	without ( de niro), city near the sea would slide under the waves.
0	this is just lazy writing .	It's just lazy writing.
1	it cooks conduct in a low , smoky and inviting sizzle .	he cooks the pipe in a low, smoky and inviting sizzle.
1	not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .	Not only is it a charming, funny and beautifully designed import, it uses very little dialogue, which makes it relatively effortless to read and follow the action at the same time.
1	the lady and the duke is a smart , romantic drama that dares to depict the french revolution from the aristocrats ' perspective .	The lady and the duke is an intelligent romantic drama that dares to represent the French revolution from the point of view of the aristocrats.
0	what an embarrassment .	What an embarrassment.
0	staggeringly dreadful romance .	A terrible romance.
1	it ' s hard to imagine anybody ever being ` ` in the mood ' ' to view a movie as harrowing and painful as the grey zone , but it ' s equally hard to imagine anybody being able to tear their eyes away from the screen once it ' s started .	"It is difficult to imagine that someone has ever been "" in the mood "" to see a film as a grey area, but it is just as difficult to imagine that someone can tear their eyes off the screen once they have started."
0	the story really has no place to go since simone is not real - - she ca n't provide any conflict .	history really has no place to go since simone is not real - - it does not provide any conflict.
0	eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .	Finally, they will have a showdown, but by then, your senses are as muscular as the peas and you don't care who pulls the winning shot.
1	though filmed partly in canada , paid in full has clever ways of capturing inner-city life during the reagan years .	Although filmed in part in Canada, paid in whole has smart ways to capture downtown life during the reagan years.
1	a smart little indie .	A smart little indie.
1	vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .	vera created a provocative, absorbing drama that reveals the curse of self-hate instilled by rigid social morals.
0	( davis ) wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .	( David ) wants to cause an epiphany to his audience, but he refuses to give us real situations and characters.
1	ms . seigner and mr . serrault bring fresh , unforced naturalism to their characters .	ms. seigneur and mr. serrault bring fresh naturalism, without force to their characters.
1	i ' ve yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we ' ve got something pretty damn close .	I haven't yet found a real vietnam war movie actually produced by the north or south of vietnamese, but at least now we have something very close.
1	this is the best star trek movie in a long time .	It's the best trek star movie in a long time.
1	as the dominant christine , sylvie testud is icily brilliant .	As the dominant christine, sylvie testud is here brilliant.
1	astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .	Amazing... (framework) deep ethical and philosophical issues in the form of dazzling pop entertainment.
0	merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women ' s expense .	simply (and literally) throws around sex toys and offers paeans half heart to empowerment that are constantly undercut by the brutality of jokes, most to the detriment of women.
1	a modestly surprising movie .	A modestly surprising film.
1	( ferrera ) has the charisma of a young woman who knows how to hold the screen .	( Ferrera ) has the charisma of a young woman who knows how to hold the screen.
1	a sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .	a fast and lively documentary that is funny and pithy, while enlightening an era of theatrical comedy that, although past, is really not.
0	could this be the first major studio production shot on video tape instead of film ?	Could this be the first large studio production to be filmed on video instead of film?
0	a little weak - - and it is n't that funny .	A little weak - - and it's not that funny.
1	there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	There are laughter aplenty, and, as a bonus, viewers don't have to worry about being subjected to farts, urine, faeces, sperm, or any of the other bad substances that have exceeded modern comedies.
0	if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it .	If I had been able to watch in my future and see how bad this movie was, I would go back and choose to jump it.
0	it is a popcorn film , not a must-own , or even a must-see .	It's a popcorn movie, not a must-own, or even a must-see.
1	davis is funny , charming and quirky in her feature film acting debut as amy .	davis is funny, charming and eccentric in his feature film playing the beginnings as an amy.
1	the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator-bashing are consistently delightful .	the way the roundelay of the partners works, and the interaction within the partnerships and between the partnerships and the general air of gator-bashing are always delicious.
1	a smart , compelling drama .	An intelligent and convincing drama.
1	definitely funny stuff , but it ' s more of the ` laughing at ' variety than the ` laughing with . '	"It is certainly funny, but it is more of the variety ""laughing"" than ""laughing with""."
1	both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .	At the same time a detective story and a spicy romance with the plot of the academic swing and politics.
0	some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments .	Some bodies often resemble an episode of the date blind TV show, only less technically competent and without pop-up comments.
0	the project ' s filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .	The filmmakers of the project forgot to include something frightening even halfway because they misjudged the fatal attraction in a high school setting.
1	offers a guilt-free trip into feel-good territory .	offers a guilt-free trip to a well-being territory.
0	you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .	You may think you found the scam and the players in this first film by the Argentine film director fabian bielinsky, but while you thought someone got screwed with your wallet.
1	byler is too savvy a filmmaker to let this morph into a typical romantic triangle .	Byler is too knowledgeable a filmmaker to leave this transformation into a typical romantic triangle.
1	an intimate contemplation of two marvelously messy lives .	an intimate contemplation of two wonderfully dirty lives.
0	a generic family comedy unlikely to be appreciated by anyone outside the under - 10 set .	a generic family comedy unlikely to be appreciated by anyone outside the whole - 10.
0	humor in i spy is so anemic .	The humor in me spying is so anemic.
0	though it ' s not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .	Although it is not very well shot or composed or edited, the score is too insistent and the dialogue is often too crude and coarsely literal, the film breaks into waves.
1	after an uncertain start , murder hits and generally sustains a higher plateau with bullock ' s memorable first interrogation of gosling .	After an uncertain beginning, the murder strikes and generally maintains a higher plateau with the first memorable examination of gosling bulbock.
1	a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .	penetration, a powerful exploration of sanctification, self-consciousness, self-hate and self-determination.
1	straightforward and old-fashioned in the best possible senses of both those words , possession is a movie that puts itself squarely in the service of the lovers who inhabit it .	Simple and old in the best possible sense of these two words, possession is a film that puts itself squarely at the service of the lovers who inhabit it.
1	in the end , the film is less the cheap thriller you ' d expect than it is a fairly revealing study of its two main characters - - damaged-goods people whose orbits will inevitably and dangerously collide .	In the end, the film is less the cheap thriller than you expect it to be a fairly revealing study of its two main characters - - the damaged-goods people whose orbits will inevitably and dangerously hit.
1	a film of delicate interpersonal dances .	A film of delicate interpersonal dances.
1	smart and taut .	Smart and tense.
0	report card : does n't live up to the exalted tagline - there ' s definite room for improvement .	fact sheet: is not up to the level of the elegant hit line - there is some room for improvement.
1	a beautifully tooled action thriller about love and terrorism in korea .	A beautifully equipped thriller of action on love and terrorism in Korea.
0	in its own way , joshua is as blasphemous and nonsensical as a luis buñuel film without the latter ' s attendant intelligence , poetry , passion , and genius .	Joshua, in his own way, is as blasphemous and non-sensitive as a buñuel film without the latter's intelligence, poetry, passion and genius.
1	like the chilled breath of oral storytelling frozen onto film .	like the cold breath of frozen oral narrative on film.
1	it ' s never laugh-out-loud funny , but it is frequently amusing .	It's never funny, but it's often fun.
1	that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .	that the real antwone fisherman has been able to overcome his personal obstacles and become a good man is a wonderful thing; that he has been able to share his so convincing story with us is a minor miracle.
1	vividly conveys the passion , creativity , and fearlessness of one of mexico ' s most colorful and controversial artists - - a captivating drama that will speak to the nonconformist in us all .	strikingly conveys the passion, creativity and intrepidity of one of Mexico's most colourful and controversial artists - a captivating drama that will speak to the non-conformist in all of us.
0	wes craven ' s presence is felt ; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend . '	"The presence of craven is not felt; it is not the ardour of a "" nightmare on the elm "" or "" the hills have eyes "", but the sad schlock merchant of "" the mortal friend ""."
1	the irony is that this film ' s cast is uniformly superb ; their performances could have - - should have - - been allowed to stand on their own .	the irony is that the distribution of this film is uniformly superb; their performances could - - have - be allowed to stand alone.
0	the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today ' s hollywood .	the result, so well-intentioned, is ironically just the kind of disposable tribute, kitchen sink that illustrates why the set is so often inferior to the sum of its parts in today's Hollywood.
1	brutally honest and told with humor and poignancy , which makes its message resonate .	brutally honest and told with humour and grip, which makes his message resonate.
0	the actors must indeed be good to recite some of this laughable dialogue with a straight face .	The actors must indeed be good to recite some of this laughable dialogue with a straight face.
1	death to smoochy is often very funny , but what ' s even more remarkable is the integrity of devito ' s misanthropic vision .	Smoke death is often very funny, but what is even more remarkable is the integrity of the misanthropic vision of devito.
1	and it is .	And it is.
1	if you like peace , you ' ll like promises .	If you love peace, you will love promises.
0	aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane .	aspires to the fissured madness of the adventures of buckaroo banzai, but thanks to a surprisingly mindless scenario ends more like the adventures of Ford Fairlane.
1	the year ' s greatest adventure , and jackson ' s limited but enthusiastic adaptation has made literature literal without killing its soul - - a feat any thinking person is bound to appreciate .	the greatest adventure of the year, and Jackson's limited but enthusiastic adaptation made literal literature without killing his soul - a feat that anyone thinking is bound to appreciate.
1	this is unusual , food-for-thought cinema that ' s as entertaining as it is instructive .	It is an unusual cinema, from food to thought that is as entertaining as it is instructive.
1	still rapturous after all these years , cinema paradiso stands as one of the great films about movie love .	always rapture after all these years, cinema paradiso presents itself as one of the great films about the love of the film.
0	if the title is a jeopardy question , then the answer might be ` ` how does steven seagal come across these days ? ' '	If the title is a question at risk, then the answer could be ``how does Steven Seagal meet these days?''
0	wait to see it then .	Wait till you see him then.
1	always destined to be measured against anthony asquith ' s acclaimed 1952 screen adaptation .	always intended to be measured in relation to the adaptation of the 1952 anthony asquith to the screen.
1	a comedy that is warm , inviting , and surprising .	a comedy that is warm, inviting, and surprising.
1	a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .	a family movie, fun, gated, intended mainly for small children, but with a lot of entertainment value to prevent adults from getting entangled in their seats.
1	the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world .	The 1952 saigon is a difficult mix of sensual pleasures and simmering violence, and American calm brings us directly to the center of this world.
1	it has fun with the quirks of family life , but it also treats the subject with fondness and respect .	he has fun with the quirks of family life, but he also treats the subject with tenderness and respect.
0	seagal is painfully foolish in trying to hold onto what ' s left of his passe ' chopsocky glory .	Seagal is painfully stupid trying to hold on to what remains of her pass'hachesocky glory.
1	a charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims - - and by extension , accomplishments - - seem deceptively slight on the surface .	a charming comedy, filled with banter... one of those good airy cinematics whose goals - and by extension, the achievements - seem misleading on the surface.
1	max pokes , provokes , takes expressionistic license and hits a nerve ... as far as art is concerned , it ' s mission accomplished .	max pokes, provokes, takes an expressionist license and strikes a nerve... as far as art is concerned, its mission accomplished.
0	in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage ' s war-weary marine .	in the wake of saving the private ryan, black falcon down and we were soldiers, you are likely to be as deeply ill from the chaos as the navy of the bloody war cage.
1	maybe he was reading the minds of the audience .	Maybe he was reading the minds of the public.
0	one thing ' s for sure - - if george romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head .	one thing 'is for sure - - if George Romero had made this film, he wouldn't have taken the protagonists an entire hour to determine that to kill a zombie you have to shoot in the head.
1	the film is visually dazzling , the depicted events dramatic , funny and poignant .	the film is visually dazzling, the events represented dramatic, funny and poignant.
0	why did they deem it necessary to document all this emotional misery ?	Why did they consider it necessary to document all this emotional misery?
0	drowning ' s too good for this sucker .	The drowning's too good for that asshole.
0	with all the sympathy , empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles .	With all the sympathy, empathy and pity sneaking into the screen... his secret life enters the land of involuntary melodrama and tiring love triangles.
0	... its solemn pretension prevents us from sharing the awe in which it holds itself .	...his solemn claim prevents us from sharing the fear in which he stands.
1	the komediant is a tale worth catching .	The komediant is a story worth being captured.
0	choppy , overlong documentary about ` the lifestyle . '	"happy, documentary about ""the way of life."""
1	this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn .	It's the kind of subject that could have been so easily mowed by a lesser filmmaker, but ayres makes the right choices every turn.
0	a technical triumph and an extraordinary bore .	a technical triumph and extraordinary boredom.
1	there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .	There is little question that it is a serious work of an important director who has something new to say about how, in the flip-flop of the court, we often wrap in when we should play.
1	it ' s a great performance and a reminder of dickens ' grandeur .	It's a great performance and a reminder of the greatness of the dicks.
1	after seeing ` analyze that , ' i feel better already .	"After seeing ""analyze this,"" I feel better already."
0	offers no new insight on the matter , nor do its characters exactly spring to life .	does not offer any new insight into the matter, nor does its characters come exactly to life.
1	a rich tale of our times , very well told with an appropriate minimum of means .	a rich history of our time, very well told with an appropriate minimum of means.
1	buy is an accomplished actress , and this is a big , juicy role .	Buying is an accomplished actress, and it's a great role, juicy.
1	russian ark is a new treasure of the hermitage .	Russian arch is a new treasure of hermitage.
1	still , the updated dickensian sensibility of writer craig bartlett ' s story is appealing .	Always, the sensitivity of the craig-bartlett writer to the story of the craig-bartlett author is seductive.
0	one lousy movie .	It's a crappy movie.
0	contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii	contrasting the original ring with the current Americanized adaptation is similar to comparing dead evil with dead evil ii
1	so could young romantics out on a date .	So could the young romantics go out on an appointment.
1	works because reno does n't become smug or sanctimonious towards the audience .	works because reno does not become smug or sacred to the public.
1	an extraordinary dramatic experience .	An extraordinary dramatic experience.
0	for all the time we spend with these people , we never really get inside of them .	for all the time we spend with these people, we're never really inside them.
1	in imax in short , it ' s just as wonderful on the big screen .	in imax in brief, it is just as wonderful on the big screen.
1	` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated .	` Drumline' shows a level of young black man that is funny, touching, intelligent and complicated.
0	yes , i have given this movie a rating of zero .	Yeah, I gave this movie a zero note.
1	psychologically savvy .	psychologically savvy.
0	resident evil is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .	Resident evil is not a product of its cinematic predecessors as much as a mtv, the hysteria of sugar, and the cocktail of Playstation.
1	a sexy , peculiar and always entertaining costume drama set in renaissance spain , and the fact that it ' s based on true events somehow makes it all the more compelling .	a sexy costume show, particular and always entertaining together in the renaissance spain, and the fact that it is based on real events somehow makes it all the more convincing.
1	it ' s a beautiful film , full of elaborate and twisted characters - and it ' s also pretty funny .	It's a beautiful movie, full of elaborate and twisted characters - and it's also pretty funny.
1	a quasi-documentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music .	a quasi-documentary by French filmmaker Karim dridi who celebrates the rustic spirit of Cuban music.
1	insanely hilarious !	That's so hilarious!
1	if mostly martha is mostly unsurprising , it ' s still a sweet , even delectable diversion .	If most of the time the Martha is not surprising, it is still a sweet, even delectable diversion.
0	almost peerlessly unsettling .	Almost disturbing.
1	steers refreshingly clear of the usual cliches .	faints refreshingly from the usual clichés.
0	the movie ' s biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell .	The biggest shocks of the film come from seeing the old juliette nymphette lewis play a mother of earth salt named minnie and watch slim travel incognito in a ridiculous wig no respectable Halloween costume store would ever try to sell.
1	fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .	fairy tale formula, serves as a paper skeleton for some very good acts, dialogue, comedy, direction and above all charm.
1	( a ) satisfying niblet .	( a ) satisfying the target.
0	` ` ( hopkins ) does n't so much phone in his performance as fax it .	` ` ` ( hopkins ) does not phone so much in its performance as fax.
0	strictly a ` guy ' s film ' in the worst sense of the expression .	"Strictly a "" type film "" in the most unfavourable sense of the expression."
1	... the kind of entertainment that parents love to have their kids see .	...the kind of entertainment parents like to show their children.
1	the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .	The message of the series about making the right choice in the face of tempting alternatives remains important, as do the fun personalities of the girls.
1	you need n't be steeped in ' 50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes ' work .	you do not need to be soaked in'50s sociology, pop culture or cinema lore to appreciate the emotional depth of hay work.
0	all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .	even more disturbing for his relatively gore-free allusions to serial murders, but he falls into his attempts to humanize his subject.
0	pair that with really poor comedic writing ... and you ' ve got a huge mess .	paired it up with some really poor comic writing... and you've got a huge mess.
0	even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12 - year-old instead of a grown man .	Even bigger and more ambitious than the first episode, spy children 2 seem to have been made by a very talented 12-year-old man instead of an adult man.
0	well made but uninvolving , bloodwork is n't a terrible movie , just a stultifyingly obvious one - - an unrewarding collar for a murder mystery .	Well done but without involvement, blood is not a terrible film, just a stunningly obvious film - - a necklace without reward for a murder mystery.
1	a well-done film of a self-reflexive , philosophical nature .	a well-made film of a self-reflexive, philosophical nature.
1	like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing .	like a tarantino film in the heart, alias betty is richly detailed, stripped and totally absorbent.
1	the characters are more deeply thought through than in most ` right-thinking ' films .	"The characters are more deeply reflected than in most ""right thinking"" films."
1	malcolm mcdowell is cool .	Malcolm mcdowell is cool.
0	the problem is that van wilder does little that is actually funny with the material .	The problem is that van wilder does little that is actually funny with the hardware.
1	pete ' s screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .	Pete's script succeeds in finding this natural, uniform tone that few films are capable of accomplishing.
1	it zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special .	it zips with b-movie verve while adding rich details and go-for-broke acting that announces something special.
1	while it may not add up to the sum of its parts , holofcener ' s film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .	Although it may not add to the sum of its parts, Holofcener's film offers just enough insight to prevent it from being simple-minded, and the overall distribution is quite engaging to prevent you from changing chairs too often.
1	every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy	Every once in a while, a movie will come along that turns me into this boring specimen of humanity that I usually dread to meet the most - the fanboy
0	the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .	The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow.
0	an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he ' d gone the way of don simpson .	an admitted egomaniac, evans is not a bad Hollywoodian, and yet this window of grid almost makes you wish he had gone the path of gift simpson.
1	old-fashioned but thoroughly satisfying entertainment .	old game but very satisfying entertainment.
0	koepp ' s screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .	koepp's scenario is not surprising enough or intelligent enough to maintain a reasonable degree of suspense on its own.
1	` ` nicholas nickleby ' ' is a perfect family film to take everyone to since there ' s no new ` ` a christmas carol ' ' out in the theaters this year .	""" nicholas nickleby "" is a family movie perfect for taking everyone because there is no new "" Christmas carol "" in theatres this year."
1	a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .	A very funny romantic comedy about two young people in New York who fall into a relationship and struggle furiously with their fears and virtues.
0	a singularly off-putting romantic comedy .	A romantic comedy singularly out of the ordinary.
1	a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist .	an intelligent and funny story, albeit sometimes superficial, warning of a technology in search of an artist.
1	antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .	Antwone fisherman certainly takes the turn to make us take care of his protagonist and celebrate his victories, but, with a few exceptions, he rarely lowers himself to cheap manipulation or corneal conventions to do so.
1	she allows each character to confront their problems openly and honestly .	It allows each character to face their problems openly and honestly.
1	... bright , intelligent , and humanly funny film .	... bright, intelligent, and humanly funny film.
1	poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter .	poignant and moving, a walk to remember is an inspiring love story, capturing the innocence and idealism of this first encounter.
1	it ' s a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .	It is a lucid portrait of a time intensely lived, filled with nerve energy, moral ambiguity and great uncertainty.
0	alternative medicine obviously has its merits ... but ayurveda does the field no favors .	Alternative medicine obviously has its merits... but ayurveda does not do any favors in the field.
0	after all , it ' ll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies .	After all, it's probably going to be in the video stores by Christmas, and it could just be better suited for one night in the living room than for one night in the cinema.
0	watching ` ` ending ' ' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor ' s garage sale .	"Watching ""end"" is too often like looking at outdated clothes and plastic panties at your neighbor's garage sale."
0	mr . soderbergh ' s direction and visual style struck me as unusually and unimpressively fussy and pretentious .	The direction and visual style of the soderbergh seemed unusual and unimpressive and pretentious.
0	the movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .	The film resolutely avoids all the comic possibilities of its situation, and becomes a comedy of more stupid high school on sexual gags and prom dates.
1	an unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .	An unforgettable look at morality, family and social expectation through the prism of this omnibus tradition called marriage.
0	master of disguise runs for only 71 minutes and feels like three hours .	master costume short for only 71 minutes and feels like three hours.
1	audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .	It is advisable for the public to sit near the back and squinter to avoid noticing really egregious lip-non-synchings, but otherwise the production is quite elegant.
1	smarter than its commercials make it seem .	Smarter than his ads make him appear.
1	elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .	elegantly produced and interpreted expressively, the six musical numbers crystallize the key moments of the plot in meticulously detailed wonders of dreamy ecstasy.
0	if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn .	If they burst into the elaborate choreography, singing and slamming finger it might have caught my attention, but as it was, I kept looking for the last exit of brooklyn.
1	a tasty appetizer that leaves you wanting more .	a tasty aperitif that lets you want more.
0	cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .	cruel and inhuman cinematographic punishment... simultaneously degrades his characters, his stars and his audience.
1	but what ' s nice is that there ' s a casual intelligence that permeates the script .	But what's nice is that there's an occasional intelligence that permeates the script.
1	so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .	so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that he evokes the intoxicating smokes and emotional ghosts of a freshly painted rembrandt.
1	miller comes at film with bracing intelligence and a vision both painterly and literary .	Miller comes to the cinema with an arduous intelligence and a vision both painter and literary.
0	not even solondz ' s thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .	Not even the thirst for solondz for controversy, the characters sketches and immature provocations can fully succeed at the low price.
1	coppola has made a film of intoxicating atmosphere and little else .	Coppola made a film of intoxicating atmosphere and little more.
1	it ' s refreshing to see a romance this smart .	It's refreshing to see such an intelligent romance.
0	star trek was kind of terrific once , but now it is a copy of a copy of a copy .	Star trek was a little awesome once, but now it's a copy of a copy of a copy.
0	a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .	a film that presses familiar tropes of herzog at the service of a clear and conventional historical fiction, while what we really demand of the director is to be enchanted.
0	at three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .	at three o'clock and with very little history or character development, there is plenty of room for publishing, and a much shorter cut would certainly have resulted in a smoother, more concentrated narrative without sacrificing any of the cultural intrigues.
0	starts out ballsy and stylish but fails to keep it up and settles into clichés .	starts in balls and elegant but does not manage to maintain it and settles in the clichés.
0	this dreadfully earnest inversion of the concubine love triangle eschews the previous film ' s historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .	This terrible reversal of the triangle of concubine love avoids the historical panorama of the previous film and the blushing pathos for insect struggle and gay-niche condescendency.
1	it ' s about individual moments of mood , and an aimlessness that ' s actually sort of amazing .	These are individual moments of mood, and a lack of objective that is actually a kind of incredible.
1	smith finds amusing juxtapositions that justify his exercise .	smith finds fun juxtapositions that justify his exercise.
0	seagal , who looks more like danny aiello these days , mumbles his way through the movie .	Seagal, who looks more like Danny Aiello these days, whispers his way through the film.
1	exceptionally well acted by diane lane and richard gere .	Exceptionally well operated by the lineed way and the richard management.
1	a film that will enthrall the whole family .	A movie that will delight the whole family.
0	it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .	it is depressing, ruthlessly painful and depraved, the equivalent film to attach in an open wound.
0	family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .	the family unit takes a back seat to interfamilial rivalry and ambition in the workplace... all sub-plots have no explanation or even the relevance of the plot.
0	never comes together as a coherent whole .	never unites as a coherent whole.
1	a must see for all sides of the political spectrum	a must see on all sides of the political spectrum
1	even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129 - minute running time .	Even when there are lulls, the emotions seem authentic, and the image is so beautiful towards the end... you hardly notice the 129 - minute operating time.
0	too bad .	Too bad.
0	an odd , haphazard , and inconsequential romantic comedy .	a strange romantic comedy, random and without consequence.
